"","X","PermitNum","PermitClass","BLA","Age","PermitClassMapped","PermitTypeMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","EstProjectCost","AppliedDate","IssuedDate","ExpiresDate","CompletedDate","StatusCurrent","OriginalAddress1","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1","Where.on.your.property.are.you.working..","Choose.the.Primary.Property.Use.","Project.Value.","Review.Level.","Application.Completed.Date.","Permit.Issued.Date.","Inspections.Completed.Date.","Certificate.of.Occupancy.Issued.Date.","Intake.Value..New.","Intake.Value..Alteration.","Total.Intake.Value.","Issue.Value..New.","Issue.Value..Alteration.","Total.Issued.Value.","What.building.code.was.used.for.your.design..","Specific.Building.Code.","Action.Type.","Number.of.Proposed.Building.Stories.","Number.of.Proposed.Below.Grade.Building.Stories.","Number.of.Mezzanines.","Will.you.change.the.building.use.or.occupancy..","Does.your.project.qualify.for.our.Priority.Green.Incentive.program..","Is.a.certificate.of.occupancy.required..","Land.Disturbing.Activity.","Are.you.doing.more.than.2.000.square.feet.of.earth.disturbance...","Number.of.Curb.Cuts.for.This.Permit.","Units.Occupancy.","Waste.Diversion.Plan.Required.","Are.Emergency.Systems.Required.for.this.Project..","Does.your.project.include.an.HVAC.mechanical.system..","Reuse.Existing.Side.Sewer.System.","Is.this.a.substantial.alteration..","Number.of.Existing.Building.Stories.","Number.of.Existing.Below.Grade.Building.Stories.","Sprinklers.Meet.NFPA.13.","Is.work.in.the.right.of.way..street.or.alley..required..","Total.Revision.Value.","Are.you.changing.the.envelope..","Is.this.a.high.rise..","Main.Existing.Use.of.Building.","Existing.Occupancy.","Will.your.application.include.a.new.standard.plan..","Will.your.project.have.ground.disturbance..","Sprinklers.Meet.NFPA.13R.","Partial.Fire.Protection.System.","Fire.Alarm.","Other.Fire.Protection.System.","Is.any.portion.of.the.building.semi.heated.or.unheated..","Compliance.Category.","Is.there.a.commercial.kitchen.hood.exhaust.system..","Is.there.a.fume.hood..","Is.there.a.spray.paint.booth..","Describe.any.other.mechanical.systems.to.be.installed.as.part.of.this.project..","Compliance.Path.","AFUE.Efficiency..percentage..","HSPF.Efficiency..percentage..","Heating.Fuel.Type.Proposed..Residential.","Request.Type.","Hansen.APNO.","Hansen.APKEY.","Survey.Submittal.Required..","Soils.Report.Required..","Wetlands.Report.Required.","ECA.Review.Required..","Riparian.Wetland.Buffer..square.feet..","Steep.Slope.Area.Buffer..square.feet..","Sequencing.Required.","What.is.the.amount.of.ground.disturbance..","I..the.owner.or.owner.s.authorized.representative.of.the.property.referenced.in.this.submission..give.the.City.of.Seattle.Department.of.Planning.and.Development.permission.to.conduct.a.Pre.Application.Site.Visit..I.agree.that..1..electronic.filing.constitutes.an.authorizing.signature..2..I.will.inform.all.tenants.of.the.site.visit.prior.to.the.inspection.being.conducted..and.3..if.conditions.such.as.uncontrolled.dogs.or.uncooperative.tenants.hinder.the.inspector.s.ability.to.conduct.the.site.visit..the.site.visit.will.not.occur.and.the.site.visit.fee.may.be.forfeited...","Type.of.Demolition.","Is.this.the.first.time.this.area.is.being.improved.or.built.out.since.the.building.was.completed..","Total.Area.of.Work..square.feet..","Actual.Construction.Value."
"1",2,"6678176-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-02-28",NA,"Issued","4016 DENSMORE AVE N","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6678176-CN",47.65620232,-122.33722236,"4016 DENSMORE AVE N
SEATTLE, WA 98103
(47.65620232, -122.33722236)","basement","Single Family/Duplex",27000,"Field","07/16/2018","08/28/2018","","",0,27000,27000,0,27000,27000,"2015 SRC","","Add/Alt",0,0,0,"No","","No","","",NA,"Unit(s) Occupied by Property Owner","No","","No","","No",1,1,"No","No",0,"No","No","Residential","R-3 Single Family Dwelling","No","No","No","No","No","Yes","Yes","Residential","No","No","No","none","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2",18,"6639010-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2020-03-13",NA,"Completed","11350 34TH AVE NE","SEATTLE","WA",98125,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6639010-CN",47.71167247,-122.29172885,"11350 34TH AVE NE
SEATTLE, WA 98125
(47.71167247, -122.29172885)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"3",35,"6748985-DM",NA,1,NA,NA,"Demolition","",NA,1,1,7,NA,"",NA,"",NA,"Additional Info Requested","6035 42ND AVE SW","SEATTLE","WA",98136,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6748985-DM",47.54737569,-122.38597216,"6035 42ND AVE SW
SEATTLE, WA 98136
(47.54737569, -122.38597216)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"4",49,"6721111-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-10-28",NA,"Completed","2847 NW 73RD ST","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6721111-CN",47.68150061,-122.39510975,"2847 NW 73RD ST
SEATTLE, WA 98117
(47.68150061, -122.39510975)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"5",60,"6679578-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Additional Info Requested","7611 WEST GREEN LAKE DR N","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6679578-CN",47.68399662,-122.34008806,"7611 WEST GREEN LAKE DR N
SEATTLE, WA 98103
(47.68399662, -122.34008806)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"6",67,"6728973-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Withdrawn","3952 S HUDSON ST","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6728973-CN",47.55722888,-122.28127621,"3952 S HUDSON ST
SEATTLE, WA 98118
(47.55722888, -122.28127621)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"7",69,"6705227-DM",NA,1,NA,NA,"Demolition","",NA,4,4,94,NA,"",NA,"",NA,"Additional Info Requested","841 NE 68TH ST","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6705227-DM",47.67784501,-122.31833067,"841 NE 68TH ST
SEATTLE, WA 98115
(47.67784501, -122.31833067)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"8",160,"6723286-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-12-25",NA,"Issued","1508 MCGILVRA BLVD E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6723286-CN",47.63249587,-122.28098988,"1508 MCGILVRA BLVD E
SEATTLE, WA 98112
(47.63249587, -122.28098988)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"9",161,"6755033-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-05-25",NA,"Completed","6536 DIBBLE AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6755033-CN",47.67704234,-122.36737794,"6536 DIBBLE AVE NW
SEATTLE, WA 98117
(47.67704234, -122.36737794)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"10",164,"6701063-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Ready for Issuance","5534 30TH AVE NE","SEATTLE","WA",98105,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6701063-CN",47.66953917,-122.29476666,"5534 30TH AVE NE
SEATTLE, WA 98105
(47.66953917, -122.29476666)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"11",201,"6745889-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2021-02-28",NA,"Issued","202 NW 95TH ST","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6745889-CN",47.69802798,-122.35971312,"202 NW 95TH ST
SEATTLE, WA 98117
(47.69802798, -122.35971312)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"12",302,"6750533-CN",NA,1,NA,NA,"Building","",NA,1,1,3,NA,"",NA,"",NA,"Scheduled","218 21ST AVE E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6750533-CN",47.6208162,-122.30446265,"218 21ST AVE E
SEATTLE, WA 98112
(47.6208162, -122.30446265)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"13",361,"6738866-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"",NA,"Withdrawn","5021 BOWEN PL S","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6738866-CN",47.55638871,-122.27779347,"5021 BOWEN PL S
SEATTLE, WA 98118
(47.55638871, -122.27779347)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"14",369,"6761764-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"",NA,"Scheduled","4706 LATONA AVE NE","SEATTLE","WA",98105,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6761764-CN",47.6634188,-122.3248365,"4706 LATONA AVE NE
SEATTLE, WA 98105
(47.6634188, -122.3248365)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"15",394,"6701442-CN",NA,1,NA,NA,"Building","",NA,2,0,0,NA,"",NA,"2020-12-13",NA,"Issued","1448 21ST AVE","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6701442-CN",47.61438317,-122.30461186,"1448 21ST AVE
SEATTLE, WA 98122
(47.61438317, -122.30461186)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"16",401,"6695364-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-08-07",NA,"Issued","901 N 101ST ST","SEATTLE","WA",98133,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6695364-CN",47.70197131,-122.34715236,"901 N 101ST ST
SEATTLE, WA 98133
(47.70197131, -122.34715236)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"17",412,"6709718-DM",NA,1,NA,NA,"Demolition","",NA,1,1,0,NA,"",NA,"2021-07-02",NA,"Issued","4142 49th AVE SW","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6709718-DM",47.56538632,-122.39449606,"4142 49th AVE SW
(47.56538632, -122.39449606)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"18",433,"6735815-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-06-16",NA,"Issued","1715 37TH AVE","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6735815-CN",47.6170194,-122.28620694,"1715 37TH AVE
SEATTLE, WA 98122
(47.6170194, -122.28620694)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"19",461,"6744042-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Scheduled","1420 BROADMOOR DR E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6744042-CN",47.63211378,-122.28789371,"1420 BROADMOOR DR E
SEATTLE, WA 98112
(47.63211378, -122.28789371)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"20",481,"6740583-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-02-23",NA,"Issued","4416 48th AVE SW","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6740583-CN",47.56421947,-122.39314589,"4416 48th AVE SW
(47.56421947, -122.39314589)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"21",501,"6750978-DM",NA,1,NA,NA,"Demolition","",NA,1,1,5,NA,"",NA,"",NA,"Reviews In Process","9239 14TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6750978-DM",47.6972014,-122.3744464,"9239 14TH AVE NW
SEATTLE, WA 98117
(47.6972014, -122.3744464)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"22",512,"6693751-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-10-19",NA,"Issued","3219 NE 100TH ST","SEATTLE","WA",98125,"ICA CONSTRUCTION","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6693751-CN",47.70094707,-122.29249002,"3219 NE 100TH ST
SEATTLE, WA 98125
(47.70094707, -122.29249002)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"23",541,"6761726-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Additional Info Requested","6533 17th AVE NE","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6761726-CN",47.67677982,-122.31010362,"6533 17th AVE NE
(47.67677982, -122.31010362)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"24",556,"6713517-DM",NA,1,NA,NA,"Demolition","",NA,1,1,1,NA,"",NA,"2021-01-08",NA,"Issued","2823 NW 66TH ST","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6713517-DM",47.67643839,-122.39407627,"2823 NW 66TH ST
SEATTLE, WA 98117
(47.67643839, -122.39407627)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"25",569,"6742119-DM",NA,1,NA,NA,"Demolition","",NA,1,0,1,NA,"",NA,"",NA,"Withdrawn","5307 32ND AVE S","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6742119-DM",47.55425398,-122.29184635,"5307 32ND AVE S
SEATTLE, WA 98118
(47.55425398, -122.29184635)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"26",591,"6719536-CN",NA,1,NA,NA,"Building","",NA,30,0,0,NA,"",NA,"2020-09-28",NA,"Completed","1020 5th AVE N","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6719536-CN",47.62869013,-122.34719784,"1020 5th AVE N
(47.62869013, -122.34719784)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"27",633,"6762180-CN",NA,1,NA,NA,"Building","",NA,1,1,3,NA,"",NA,"",NA,"Application Completed","8549 13TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6762180-CN",47.69206503,-122.37299681,"8549 13TH AVE NW
SEATTLE, WA 98117
(47.69206503, -122.37299681)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"28",639,"6753859-CN",NA,1,NA,NA,"Building","",NA,1,1,4,NA,"",NA,"",NA,"Scheduled","6211 12TH AVE NE","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6753859-CN",47.67369828,-122.31598475,"6211 12TH AVE NE
SEATTLE, WA 98115
(47.67369828, -122.31598475)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"29",657,"6633330-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-05-15",NA,"Issued","12538 19TH AVE NE","SEATTLE","WA",98125,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6633330-CN",47.72054081,-122.30876742,"12538 19TH AVE NE
SEATTLE, WA 98125
(47.72054081, -122.30876742)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"30",696,"6733478-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-03-04",NA,"Issued","12028 1ST AVE NE","SEATTLE","WA",98125,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6733478-CN",47.71672405,-122.328486,"12028 1ST AVE NE
SEATTLE, WA 98125
(47.71672405, -122.328486)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"31",716,"6692223-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2020-06-04",NA,"Completed","9832 41ST AVE SW","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6692223-CN",47.51464896,-122.38436059,"9832 41ST AVE SW
(47.51464896, -122.38436059)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"32",771,"6658703-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-02-29",NA,"Completed","5242 S MYRTLE ST","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6658703-CN",47.53906644,-122.26530417,"5242 S MYRTLE ST
SEATTLE, WA 98118
(47.53906644, -122.26530417)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"33",808,"6683117-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-08-13",NA,"Reviews Completed","2606 WESTERN AVE","SEATTLE","WA",98121,"STEFFENSON CONSTRUCTION","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6683117-CN",47.61473776,-122.35056843,"2606 WESTERN AVE
SEATTLE, WA 98121
(47.61473776, -122.35056843)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"34",846,"6631185-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-02-15",NA,"Issued","1817 MADRONA DR","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6631185-CN",47.61803047,-122.28521132,"1817 MADRONA DR
SEATTLE, WA 98122
(47.61803047, -122.28521132)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"35",951,"6701317-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-09-04",NA,"Issued","5025 RENTON AVE S","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6701317-CN",47.55612663,-122.28814387,"5025 RENTON AVE S
SEATTLE, WA 98118
(47.55612663, -122.28814387)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"36",964,"6603016-CN",NA,1,NA,NA,"Building","",NA,1,1,1,NA,"",NA,"2020-02-14",NA,"Completed","9007 17TH AVE NE","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6603016-CN",47.69435131,-122.30979045,"9007 17TH AVE NE
SEATTLE, WA 98115
(47.69435131, -122.30979045)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"37",966,"6735827-CN",NA,1,NA,NA,"Building","",NA,1,1,3,NA,"",NA,"",NA,"Reviews in Process","9243 14TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6735827-CN",47.69733568,-122.37444414,"9243 14TH AVE NW
SEATTLE, WA 98117
(47.69733568, -122.37444414)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"38",985,"6714797-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-03-25",NA,"Issued","4104 56TH AVE SW","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6714797-CN",47.56617164,-122.4035896,"4104 56TH AVE SW
SEATTLE, WA 98116
(47.56617164, -122.4035896)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"39",1017,"6723392-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Withdrawn","9045 17TH AVE SW","SEATTLE","WA",98106,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6723392-CN",47.52151123,-122.35679944,"9045 17TH AVE SW
SEATTLE, WA 98106
(47.52151123, -122.35679944)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
